-0.3, 1.00E-17, -3.66E-05, 13
-0.3, 1.00E-18, -1.83E-05, 14
-0.3, 1.00E-19, -9.16E-06, 15
-0.3, 1.00E-20, -9.16E-06, 15
-0.2, 1.00E-01, -2.00E-01, 0
-0.2, 1.00E-02, -2.00E-01, 0
-0.2, 1.00E-03, -1.00E-01, 1
-0.2, 1.00E-04, -5.00E-02, 2
-0.2, 1.00E-05, -5.00E-02, 2
-0.2, 1.00E-06, -2.50E-02, 3
-0.2, 1.00E-07, -1.25E-02, 4
-0.2, 1.00E-08, -6.25E-03, 5
-0.2, 1.00E-09, -3.13E-03, 6
-0.2, 1.00E-10, -3.13E-03, 6
-0.2, 1.00E-11, -1.56E-03, 7
-0.2, 1.00E-12, -7.81E-04, 8
-0.2, 1.00E-13, -3.91E-04, 9
-0.2, 1.00E-14, -1.95E-04, 10
-0.2, 1.00E-15, -9.77E-05, 11
-0.2, 1.00E-16, -9.77E-05, 11
-0.2, 1.00E-17, -4.88E-05, 12
-0.2, 1.00E-18, -2.44E-05, 13
-0.2, 1.00E-19, -1.22E-05, 14
-0.2, 1.00E-20, -6.10E-06, 15
-0.1, 1.00E-01, -1.00E-01, 0
-0.1, 1.00E-02, -1.00E-01, 0
-0.1, 1.00E-03, -1.00E-01, 0
-0.1, 1.00E-04, -5.00E-02, 1
-0.1, 1.00E-05, -5.00E-02, 1
-0.1, 1.00E-06, -2.50E-02, 2
-0.1, 1.00E-07, -1.25E-02, 3
-0.1, 1.00E-08, -6.25E-03, 4
-0.1, 1.00E-09, -3.13E-03, 5
-0.1, 1.00E-10, -3.13E-03, 5
-0.1, 1.00E-11, -1.56E-03, 6
-0.1, 1.00E-12, -7.81E-04, 7
-0.1, 1.00E-13, -3.91E-04, 8
-0.1, 1.00E-14, -1.95E-04, 9
-0.1, 1.00E-15, -9.77E-05, 10
-0.1, 1.00E-16, -9.77E-05, 10
-0.1, 1.00E-17, -4.88E-05, 11
-0.1, 1.00E-18, -2.44E-05, 12
-0.1, 1.00E-19, -1.22E-05, 13
-0.1, 1.00E-20, -6.10E-06, 14
0.0, 1.00E-01 , - , 0
0.0, 1.00E-02 , - , 0
0.0, 1.00E-03 , - , 0
0.0, 1.00E-04 , - , 0
0.0, 1.00E-05 , - , 0
0.0, 1.00E-06 , - , 0
0.0, 1.00E-07 , - , 0
0.0, 1.00E-08 , - , 0
0.0, 1.00E-09 , - , 0
0.0, 1.00E-10 , - , 0
0.0, 1.00E-11 , - , 0
0.0, 1.00E-12 , - , 0
0.0, 1.00E-13 , - , 0
0.0, 1.00E-14 , - , 0
0.0, 1.00E-15 , - , 0
0.0, 1.00E-16 , - , 0
0.0, 1.00E-17 , - , 0
0.0, 1.00E-18 , - , 0
0.0, 1.00E-19 , - , 0
0.0, 1.00E-20 , - , 0
0.1, 1.00E-01, 1.00E-01, 0
0.1, 1.00E-02, 1.00E-01, 0
0.1, 1.00E-03, 1.00E-01, 0
0.1, 1.00E-04, 1.00E-01, 0
0.1, 1.00E-05, 5.00E-02, 1
0.1, 1.00E-06, 2.50E-02, 2
0.1, 1.00E-07, 1.25E-02, 3
0.1, 1.00E-08, 6.25E-03, 4
0.1, 1.00E-09, 3.12E-03, 5
0.1, 1.00E-10, 3.12E-03, 5
0.1, 1.00E-11, 1.56E-03, 6
0.1, 1.00E-12, 7.81E-04, 7
0.1, 1.00E-13, 3.91E-04, 8
0.1, 1.00E-14, 1.95E-04, 9
0.1, 1.00E-15, 9.77E-05, 10
0.1, 1.00E-16, 9.77E-05, 10
0.1, 1.00E-17, 4.88E-05, 11
0.1, 1.00E-18, 2.44E-05, 12
0.1, 1.00E-19, 1.22E-05, 13
0.1, 1.00E-20, 6.10E-06, 14
0.2, 1.00E-01, 2.00E-01, 0
0.2, 1.00E-02, 2.00E-01, 0
0.2, 1.00E-03, 1.00E-01, 1
0.2, 1.00E-04, 1.00E-01, 1
0.2, 1.00E-05, 5.00E-02, 2
0.2, 1.00E-06, 2.50E-02, 3
0.2, 1.00E-07, 1.25E-02, 4
0.2, 1.00E-08, 6.25E-03, 5
0.2, 1.00E-09, 3.12E-03, 6
0.2, 1.00E-10, 3.12E-03, 6
0.2, 1.00E-11, 1.56E-03, 7
0.2, 1.00E-12, 7.81E-04, 8
0.2, 1.00E-13, 3.91E-04, 9
0.2, 1.00E-14, 1.95E-04, 10
0.2, 1.00E-15, 9.77E-05, 11
0.2, 1.00E-16, 9.77E-05, 11
0.2, 1.00E-17, 4.88E-05, 12
0.2, 1.00E-18, 2.44E-05, 13
0.2, 1.00E-19, 1.22E-05, 14
0.2, 1.00E-20, 6.10E-06, 15
